anchorID, rssi, tagID, ts, packNum, acc[0], acc[1], acc[2], dir
5, 42, 0001, 1706020719.987263, 58, -0.0392266, -0.9022118, 9.9243298, 0.0
3, 52, 0001, 1706020720.000986, 58, -0.0392266, -0.9022118, 9.9243298, 0.0
3, 60, 0001, 1706020720.102701, 58, -0.0392266, -0.9022118, 9.9243298, 0.0
6, 52, 0001, 1706020719.999348, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
1, 45, 0001, 1706020720.155979, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
3, 51, 0001, 1706020720.207751, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
5, 65, 0001, 1706020720.189576, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
6, 52, 0001, 1706020720.106049, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
2, 75, 0001, 1706020720.174739, 57, -0.0392266, -0.588399, 9.6889702, 0.0
1, 42, 0001, 1706020720.260346, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
6, 51, 0001, 1706020720.210911, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
2, 79, 0001, 1706020720.269031, 57, -0.0392266, -0.588399, 9.6889702, 0.0
1, 44, 0001, 1706020720.366643, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
6, 55, 0001, 1706020720.27431, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
2, 69, 0001, 1706020720.386033, 57, -0.0392266, -0.588399, 9.6889702, 0.0
6, 48, 0001, 1706020720.364374, 60, 0.392266, -1.4121576, 10.4342756, 0.0
1, 45, 0001, 1706020720.466577, 60, 0.392266, -1.4121576, 10.4342756, 0.0
2, 74, 0001, 1706020720.485395, 57, -0.0392266, -0.588399, 9.6889702, 0.0
3, 41, 0001, 1706020720.506215, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
5, 58, 0001, 1706020720.606156, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
3, 54, 0001, 1706020720.619364, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
2, 56, 0001, 1706020720.604379, 58, -0.0392266, -0.9022118, 9.9243298, 0.0
1, 40, 0001, 1706020720.677824, 60, 0.392266, -1.4121576, 10.4342756, 0.0
5, 57, 0001, 1706020720.709766, 60, 0.392266, -1.4121576, 10.4342756, 0.0
3, 60, 0001, 1706020720.721213, 60, 0.392266, -1.4121576, 10.4342756, 0.0
5, 66, 0001, 1706020720.809428, 60, 0.392266, -1.4121576, 10.4342756, 0.0
6, 49, 0001, 1706020720.784362, 61, 0.392266, -1.1375714000000001, 9.218251, 0.0
5, 56, 0001, 1706020720.916324, 60, 0.392266, -1.4121576, 10.4342756, 0.0
3, 64, 0001, 1706020720.81807, 60, 0.392266, -1.4121576, 10.4342756, 0.0
6, 47, 0001, 1706020720.888442, 61, 0.392266, -1.1375714000000001, 9.218251, 0.0
1, 52, 0001, 1706020720.99245, 61, 0.392266, -1.1375714000000001, 9.218251, 0.0
3, 60, 0001, 1706020721.025655, 60, 0.392266, -1.4121576, 10.4342756, 0.0
4, 57, 0001, 1706020721.046301, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
2, 70, 0001, 1706020721.020413, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
5, 38, 0001, 1706020721.120656, 61, 0.392266, -1.1375714000000001, 9.218251, 0.0
3, 54, 0001, 1706020721.131735, 61, 0.392266, -1.1375714000000001, 9.218251, 0.0
2, 72, 0001, 1706020721.099223, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
4, 32, 0001, 1706020721.163885, 59, -0.0392266, -0.6668522, 9.8458766, 0.0
1, 43, 0001, 1706020721.196961, 61, 0.392266, -1.1375714000000001, 9.218251, 0.0
5, 39, 0001, 1706020721.222528, 61, 0.392266, -1.1375714000000001, 9.218251, 0.0
