anchorID, rssi, tagID, ts, packNum, acc[0], acc[1], acc[2], dir
2, 63, 0001, 1706019122.825763, 230, 0.1569064, -0.5491724, 9.7674234, 0.0
1, 34, 0001, 1706019122.984274, 232, 0.0784532, -0.5099458, 9.80665, 0.0
2, 81, 0001, 1706019122.984939, 230, 0.1569064, -0.5491724, 9.7674234, 0.0
5, 44, 0001, 1706019123.037135, 232, 0.0784532, -0.5099458, 9.80665, 0.0
3, 45, 0001, 1706019122.949337, 232, 0.0784532, -0.5099458, 9.80665, 0.0
1, 34, 0001, 1706019123.088304, 232, 0.0784532, -0.5099458, 9.80665, 0.0
6, 51, 0001, 1706019123.034974, 232, 0.0784532, -0.5099458, 9.80665, 0.0
2, 66, 0001, 1706019123.069964, 230, 0.1569064, -0.5491724, 9.7674234, 0.0
4, 43, 0001, 1706019123.148237, 230, 0.1569064, -0.5491724, 9.7674234, 0.0
2, 69, 0001, 1706019123.138424, 230, 0.1569064, -0.5491724, 9.7674234, 0.0
1, 31, 0001, 1706019123.192685, 232, 0.0784532, -0.5099458, 9.80665, 0.0
6, 55, 0001, 1706019123.144086, 232, 0.0784532, -0.5099458, 9.80665, 0.0
3, 50, 0001, 1706019123.146785, 232, 0.0784532, -0.5099458, 9.80665, 0.0
5, 46, 0001, 1706019123.237195, 232, 0.0784532, -0.5099458, 9.80665, 0.0
1, 32, 0001, 1706019123.297969, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
5, 44, 0001, 1706019123.339786, 232, 0.0784532, -0.5099458, 9.80665, 0.0
2, 53, 0001, 1706019123.308411, 231, 0.0784532, -0.4707192, 9.6889702, 0.0
3, 44, 0001, 1706019123.244864, 232, 0.0784532, -0.5099458, 9.80665, 0.0
4, 48, 0001, 1706019123.396653, 231, 0.0784532, -0.4707192, 9.6889702, 0.0
6, 68, 0001, 1706019123.353234, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
5, 45, 0001, 1706019123.44624, 232, 0.0784532, -0.5099458, 9.80665, 0.0
4, 45, 0001, 1706019123.525661, 231, 0.0784532, -0.4707192, 9.6889702, 0.0
1, 34, 0001, 1706019123.507006, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
3, 45, 0001, 1706019123.443311, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
5, 44, 0001, 1706019123.548148, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
1, 37, 0001, 1706019123.614001, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
6, 68, 0001, 1706019123.562161, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
4, 57, 0001, 1706019123.634513, 231, 0.0784532, -0.4707192, 9.6889702, 0.0
5, 43, 0001, 1706019123.64951, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
3, 34, 0001, 1706019123.545667, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
1, 41, 0001, 1706019123.716475, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
6, 56, 0001, 1706019123.667134, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
3, 50, 0001, 1706019123.653454, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
4, 63, 0001, 1706019123.753527, 231, 0.0784532, -0.4707192, 9.6889702, 0.0
2, 84, 0001, 1706019123.719775, 232, 0.0784532, -0.5099458, 9.80665, 0.0
3, 50, 0001, 1706019123.762495, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
6, 51, 0001, 1706019123.77408, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
5, 43, 0001, 1706019123.853759, 233, 0.1176798, -0.5099458, 9.7281968, 0.0
2, 66, 0001, 1706019123.851267, 232, 0.0784532, -0.5099458, 9.80665, 0.0
3, 50, 0001, 1706019123.859387, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
4, 57, 0001, 1706019123.932296, 232, 0.0784532, -0.5099458, 9.80665, 0.0
2, 67, 0001, 1706019123.996043, 232, 0.0784532, -0.5099458, 9.80665, 0.0
1, 34, 0001, 1706019124.028355, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
6, 52, 0001, 1706019123.980866, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
5, 43, 0001, 1706019124.059086, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
3, 50, 0001, 1706019124.058427, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
5, 43, 0001, 1706019124.158828, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
1, 32, 0001, 1706019124.189024, 235, 0.1569064, -0.5491724, 9.7281968, 0.0
6, 56, 0001, 1706019124.140033, 235, 0.1569064, -0.5491724, 9.7281968, 0.0
3, 50, 0001, 1706019124.161477, 234, 0.0784532, -0.5099458, 9.7281968, 0.0
4, 62, 0001, 1706019124.218117, 232, 0.0784532, -0.5099458, 9.80665, 0.0
