anchorID, rssi, tagID, ts, packNum, acc[0], acc[1], acc[2], dir
2, 60, 0001, 1706018036.175907, 82, 0.2353596, -0.4707192, 9.4928372, 0.0
1, 41, 0001, 1706018036.176314, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
3, 57, 0001, 1706018036.160134, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
1, 38, 0001, 1706018036.278857, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
2, 44, 0001, 1706018036.304286, 82, 0.2353596, -0.4707192, 9.4928372, 0.0
4, 59, 0001, 1706018036.259074, 82, 0.2353596, -0.4707192, 9.4928372, 0.0
3, 40, 0001, 1706018036.262367, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
5, 69, 0001, 1706018036.20975, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
1, 35, 0001, 1706018036.385712, 85, 0.196133, -0.4707192, 9.7281968, 0.0
5, 42, 0001, 1706018036.309237, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
3, 34, 0001, 1706018036.365252, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
6, 46, 0001, 1706018036.459561, 85, 0.196133, -0.4707192, 9.7281968, 0.0
5, 80, 0001, 1706018036.41784, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
3, 42, 0001, 1706018036.471573, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
4, 37, 0001, 1706018036.485639, 83, 0.196133, -0.5099458, 9.7674234, 0.0
6, 47, 0001, 1706018036.563025, 85, 0.196133, -0.4707192, 9.7281968, 0.0
1, 34, 0001, 1706018036.597901, 85, 0.196133, -0.4707192, 9.7281968, 0.0
4, 60, 0001, 1706018036.578673, 83, 0.196133, -0.5099458, 9.7674234, 0.0
5, 47, 0001, 1706018036.521262, 85, 0.196133, -0.4707192, 9.7281968, 0.0
2, 62, 0001, 1706018036.714662, 83, 0.196133, -0.5099458, 9.7674234, 0.0
5, 67, 0001, 1706018036.626653, 85, 0.196133, -0.4707192, 9.7281968, 0.0
3, 53, 0001, 1706018036.679095, 85, 0.196133, -0.4707192, 9.7281968, 0.0
6, 47, 0001, 1706018036.773041, 85, 0.196133, -0.4707192, 9.7281968, 0.0
1, 39, 0001, 1706018036.809291, 85, 0.196133, -0.4707192, 9.7281968, 0.0
2, 60, 0001, 1706018036.825829, 83, 0.196133, -0.5099458, 9.7674234, 0.0
3, 55, 0001, 1706018036.778748, 85, 0.196133, -0.4707192, 9.7281968, 0.0
5, 47, 0001, 1706018036.728437, 85, 0.196133, -0.4707192, 9.7281968, 0.0
3, 44, 0001, 1706018036.884998, 85, 0.196133, -0.4707192, 9.7281968, 0.0
6, 49, 0001, 1706018036.985971, 86, 0.2353596, -0.5099458, 9.80665, 0.0
2, 63, 0001, 1706018037.035992, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
1, 39, 0001, 1706018037.020708, 86, 0.2353596, -0.5099458, 9.80665, 0.0
5, 63, 0001, 1706018036.930846, 85, 0.196133, -0.4707192, 9.7281968, 0.0
2, 53, 0001, 1706018037.141066, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
6, 49, 0001, 1706018037.08504, 86, 0.2353596, -0.5099458, 9.80665, 0.0
1, 33, 0001, 1706018037.121929, 86, 0.2353596, -0.5099458, 9.80665, 0.0
4, 37, 0001, 1706018036.996576, 84, 0.2353596, -0.4314926, 9.8458766, 0.0
