anchorID, rssi, tagID, ts, packNum, acc[0], acc[1], acc[2], dir
2, 51, 0001, 1706016855.66836, 99, 0.1569064, -0.5491724, 9.8458766, 0.0
3, 67, 0001, 1706016855.555306, 101, 0.196133, -0.5491724, 9.7674234, 0.0
3, 67, 0001, 1706016855.659724, 101, 0.196133, -0.5491724, 9.7674234, 0.0
4, 67, 0001, 1706016855.75353, 99, 0.1569064, -0.5491724, 9.8458766, 0.0
3, 65, 0001, 1706016855.760066, 101, 0.196133, -0.5491724, 9.7674234, 0.0
2, 37, 0001, 1706016855.779236, 99, 0.1569064, -0.5491724, 9.8458766, 0.0
1, 43, 0001, 1706016855.894793, 101, 0.196133, -0.5491724, 9.7674234, 0.0
3, 69, 0001, 1706016855.862637, 101, 0.196133, -0.5491724, 9.7674234, 0.0
2, 53, 0001, 1706016855.860276, 99, 0.1569064, -0.5491724, 9.8458766, 0.0
1, 49, 0001, 1706016855.995252, 102, 0.196133, -0.5491724, 9.80665, 0.0
4, 67, 0001, 1706016855.947053, 100, 0.196133, -0.5491724, 9.7281968, 0.0
5, 81, 0001, 1706016855.915842, 101, 0.196133, -0.5491724, 9.7674234, 0.0
2, 53, 0001, 1706016856.032031, 100, 0.196133, -0.5491724, 9.7281968, 0.0
1, 42, 0001, 1706016856.102435, 102, 0.196133, -0.5491724, 9.80665, 0.0
3, 65, 0001, 1706016856.065181, 101, 0.196133, -0.5491724, 9.7674234, 0.0
5, 71, 0001, 1706016856.019779, 101, 0.196133, -0.5491724, 9.7674234, 0.0
6, 34, 0001, 1706016856.223529, 102, 0.196133, -0.5491724, 9.80665, 0.0
2, 38, 0001, 1706016856.181454, 100, 0.196133, -0.5491724, 9.7281968, 0.0
1, 41, 0001, 1706016856.207361, 102, 0.196133, -0.5491724, 9.80665, 0.0
3, 55, 0001, 1706016856.166309, 102, 0.196133, -0.5491724, 9.80665, 0.0
6, 41, 0001, 1706016856.325976, 102, 0.196133, -0.5491724, 9.80665, 0.0
5, 79, 0001, 1706016856.221564, 102, 0.196133, -0.5491724, 9.80665, 0.0
1, 48, 0001, 1706016856.308294, 102, 0.196133, -0.5491724, 9.80665, 0.0
3, 66, 0001, 1706016856.267695, 102, 0.196133, -0.5491724, 9.80665, 0.0
4, 64, 0001, 1706016856.332927, 101, 0.196133, -0.5491724, 9.7674234, 0.0
6, 35, 0001, 1706016856.428217, 102, 0.196133, -0.5491724, 9.80665, 0.0
1, 42, 0001, 1706016856.413167, 102, 0.196133, -0.5491724, 9.80665, 0.0
3, 56, 0001, 1706016856.368044, 102, 0.196133, -0.5491724, 9.80665, 0.0
6, 40, 0001, 1706016856.532573, 103, 0.196133, -0.5491724, 9.7281968, 0.0
4, 70, 0001, 1706016856.466108, 101, 0.196133, -0.5491724, 9.7674234, 0.0
1, 48, 0001, 1706016856.516914, 103, 0.196133, -0.5491724, 9.7281968, 0.0
2, 38, 0001, 1706016856.516038, 101, 0.196133, -0.5491724, 9.7674234, 0.0
6, 35, 0001, 1706016856.638469, 103, 0.196133, -0.5491724, 9.7281968, 0.0
4, 48, 0001, 1706016856.550788, 101, 0.196133, -0.5491724, 9.7674234, 0.0
5, 56, 0001, 1706016856.5212, 102, 0.196133, -0.5491724, 9.80665, 0.0
3, 66, 0001, 1706016856.571505, 102, 0.196133, -0.5491724, 9.80665, 0.0
1, 42, 0001, 1706016856.669982, 103, 0.196133, -0.5491724, 9.7281968, 0.0
6, 34, 0001, 1706016856.739308, 103, 0.196133, -0.5491724, 9.7281968, 0.0
2, 53, 0001, 1706016856.671742, 101, 0.196133, -0.5491724, 9.7674234, 0.0
5, 86, 0001, 1706016856.62752, 103, 0.196133, -0.5491724, 9.7281968, 0.0
1, 60, 0001, 1706016856.779154, 103, 0.196133, -0.5491724, 9.7281968, 0.0
6, 41, 0001, 1706016856.846313, 103, 0.196133, -0.5491724, 9.7281968, 0.0
5, 73, 0001, 1706016856.734863, 103, 0.196133, -0.5491724, 9.7281968, 0.0
1, 54, 0001, 1706016856.884481, 103, 0.196133, -0.5491724, 9.7281968, 0.0
2, 38, 0001, 1706016856.823729, 102, 0.196133, -0.5491724, 9.80665, 0.0
3, 52, 0001, 1706016856.876869, 103, 0.196133, -0.5491724, 9.7281968, 0.0
5, 56, 0001, 1706016856.834331, 103, 0.196133, -0.5491724, 9.7281968, 0.0
1, 50, 0001, 1706016856.986822, 103, 0.196133, -0.5491724, 9.7281968, 0.0
4, 59, 0001, 1706016856.962282, 102, 0.196133, -0.5491724, 9.80665, 0.0
6, 41, 0001, 1706016857.054746, 103, 0.196133, -0.5491724, 9.7281968, 0.0
2, 51, 0001, 1706016856.961444, 102, 0.196133, -0.5491724, 9.80665, 0.0
6, 35, 0001, 1706016857.160402, 104, 0.1569064, -0.5491724, 9.80665, 0.0
3, 66, 0001, 1706016857.080837, 103, 0.196133, -0.5491724, 9.7281968, 0.0
2, 53, 0001, 1706016857.127361, 102, 0.196133, -0.5491724, 9.80665, 0.0
1, 42, 0001, 1706016857.192572, 104, 0.1569064, -0.5491724, 9.80665, 0.0
6, 33, 0001, 1706016857.261722, 104, 0.1569064, -0.5491724, 9.80665, 0.0
4, 59, 0001, 1706016857.170059, 102, 0.196133, -0.5491724, 9.80665, 0.0
5, 87, 0001, 1706016857.14099, 103, 0.196133, -0.5491724, 9.7281968, 0.0
3, 56, 0001, 1706016857.18314, 103, 0.196133, -0.5491724, 9.7281968, 0.0
2, 53, 0001, 1706016857.256103, 102, 0.196133, -0.5491724, 9.80665, 0.0
1, 49, 0001, 1706016857.293326, 104, 0.1569064, -0.5491724, 9.80665, 0.0
5, 80, 0001, 1706016857.245052, 104, 0.1569064, -0.5491724, 9.80665, 0.0
1, 42, 0001, 1706016857.39819, 104, 0.1569064, -0.5491724, 9.80665, 0.0
4, 63, 0001, 1706016857.395047, 102, 0.196133, -0.5491724, 9.80665, 0.0
5, 70, 0001, 1706016857.348597, 104, 0.1569064, -0.5491724, 9.80665, 0.0
1, 42, 0001, 1706016857.508197, 104, 0.1569064, -0.5491724, 9.80665, 0.0
6, 34, 0001, 1706016857.572757, 104, 0.1569064, -0.5491724, 9.80665, 0.0
5, 88, 0001, 1706016857.443508, 104, 0.1569064, -0.5491724, 9.80665, 0.0
4, 46, 0001, 1706016857.491542, 103, 0.196133, -0.5491724, 9.7281968, 0.0
6, 35, 0001, 1706016857.67608, 105, 0.196133, -0.588399, 9.80665, 0.0
3, 66, 0001, 1706016857.580279, 104, 0.1569064, -0.5491724, 9.80665, 0.0
5, 81, 0001, 1706016857.546967, 104, 0.1569064, -0.5491724, 9.80665, 0.0
4, 45, 0001, 1706016857.691138, 103, 0.196133, -0.5491724, 9.7281968, 0.0
1, 42, 0001, 1706016857.717858, 105, 0.196133, -0.588399, 9.80665, 0.0
6, 34, 0001, 1706016857.783025, 105, 0.196133, -0.588399, 9.80665, 0.0
1, 50, 0001, 1706016857.826261, 105, 0.196133, -0.588399, 9.80665, 0.0
6, 41, 0001, 1706016857.886031, 105, 0.196133, -0.588399, 9.80665, 0.0
3, 54, 0001, 1706016857.791952, 105, 0.196133, -0.588399, 9.80665, 0.0
1, 42, 0001, 1706016857.928648, 105, 0.196133, -0.588399, 9.80665, 0.0
6, 35, 0001, 1706016857.98939, 105, 0.196133, -0.588399, 9.80665, 0.0
5, 72, 0001, 1706016857.847648, 105, 0.196133, -0.588399, 9.80665, 0.0
1, 43, 0001, 1706016858.030872, 105, 0.196133, -0.588399, 9.80665, 0.0
4, 70, 0001, 1706016858.006268, 103, 0.196133, -0.5491724, 9.7281968, 0.0
6, 34, 0001, 1706016858.09479, 105, 0.196133, -0.588399, 9.80665, 0.0
3, 68, 0001, 1706016858.001513, 105, 0.196133, -0.588399, 9.80665, 0.0
5, 89, 0001, 1706016857.955345, 105, 0.196133, -0.588399, 9.80665, 0.0
1, 50, 0001, 1706016858.126857, 105, 0.196133, -0.588399, 9.80665, 0.0
2, 53, 0001, 1706016858.116086, 103, 0.196133, -0.5491724, 9.7281968, 0.0
6, 31, 0001, 1706016858.297348, 106, 0.196133, -0.588399, 9.7674234, 0.0
1, 42, 0001, 1706016858.231836, 106, 0.196133, -0.588399, 9.7674234, 0.0
3, 56, 0001, 1706016858.211194, 105, 0.196133, -0.588399, 9.80665, 0.0
1, 43, 0001, 1706016858.335588, 106, 0.196133, -0.588399, 9.7674234, 0.0
3, 66, 0001, 1706016858.310081, 105, 0.196133, -0.588399, 9.80665, 0.0
6, 34, 0001, 1706016858.440255, 106, 0.196133, -0.588399, 9.7674234, 0.0
1, 42, 0001, 1706016858.443386, 106, 0.196133, -0.588399, 9.7674234, 0.0
3, 51, 0001, 1706016858.414826, 106, 0.196133, -0.588399, 9.7674234, 0.0
4, 65, 0001, 1706016858.419543, 104, 0.1569064, -0.5491724, 9.80665, 0.0
6, 34, 0001, 1706016858.560963, 106, 0.196133, -0.588399, 9.7674234, 0.0
1, 43, 0001, 1706016858.548237, 106, 0.196133, -0.588399, 9.7674234, 0.0
2, 53, 0001, 1706016858.512179, 104, 0.1569064, -0.5491724, 9.80665, 0.0
3, 56, 0001, 1706016858.512857, 106, 0.196133, -0.588399, 9.7674234, 0.0
