anchorID, rssi, tagID, ts, packNum, acc[0], acc[1], acc[2], dir
1, 48, 0001, 1706018596.797597, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
5, 51, 0001, 1706018596.816161, 193, 0.196133, -0.588399, 9.6497436, 0.0
2, 64, 0001, 1706018596.7281, 191, 0.1176798, -0.5099458, 9.7674234, 0.0
2, 60, 0001, 1706018596.802267, 191, 0.1176798, -0.5099458, 9.7674234, 0.0
3, 58, 0001, 1706018596.671147, 193, 0.196133, -0.588399, 9.6497436, 0.0
3, 58, 0001, 1706018596.874661, 193, 0.196133, -0.588399, 9.6497436, 0.0
1, 45, 0001, 1706018596.914033, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
6, 50, 0001, 1706018596.878614, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
5, 65, 0001, 1706018596.924328, 193, 0.196133, -0.588399, 9.6497436, 0.0
6, 50, 0001, 1706018596.983089, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
1, 54, 0001, 1706018597.009242, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
2, 64, 0001, 1706018597.07711, 192, 0.1569064, -0.588399, 9.7281968, 0.0
3, 53, 0001, 1706018596.976395, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
2, 61, 0001, 1706018597.150532, 192, 0.1569064, -0.588399, 9.7281968, 0.0
2, 51, 0001, 1706018597.218519, 193, 0.196133, -0.588399, 9.6497436, 0.0
1, 49, 0001, 1706018597.224331, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
6, 51, 0001, 1706018597.197015, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
3, 44, 0001, 1706018597.178167, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
5, 56, 0001, 1706018597.327764, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
4, 39, 0001, 1706018597.390576, 193, 0.196133, -0.588399, 9.6497436, 0.0
6, 51, 0001, 1706018597.402388, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
5, 65, 0001, 1706018597.437921, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
3, 54, 0001, 1706018597.382667, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
6, 51, 0001, 1706018597.504989, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
1, 48, 0001, 1706018597.536187, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
4, 46, 0001, 1706018597.599105, 193, 0.196133, -0.588399, 9.6497436, 0.0
6, 50, 0001, 1706018597.710669, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
2, 48, 0001, 1706018597.815839, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
3, 63, 0001, 1706018597.484205, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
3, 59, 0001, 1706018597.691373, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
3, 63, 0001, 1706018597.791037, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
5, 58, 0001, 1706018597.538302, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
5, 49, 0001, 1706018597.843877, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
6, 53, 0001, 1706018597.916232, 196, 0.196133, -0.5491724, 9.7281968, 0.0
1, 44, 0001, 1706018597.991446, 196, 0.196133, -0.5491724, 9.7281968, 0.0
4, 45, 0001, 1706018597.880656, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
4, 27, 0001, 1706018597.98611, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
5, 69, 0001, 1706018597.946179, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
3, 64, 0001, 1706018597.898568, 195, 0.1176798, -0.5491724, 9.6889702, 0.0
6, 50, 0001, 1706018598.018481, 196, 0.196133, -0.5491724, 9.7281968, 0.0
4, 31, 0001, 1706018598.103046, 194, 0.1569064, -0.5491724, 9.7674234, 0.0
3, 54, 0001, 1706018597.997175, 196, 0.196133, -0.5491724, 9.7281968, 0.0
5, 66, 0001, 1706018598.14552, 196, 0.196133, -0.5491724, 9.7281968, 0.0
3, 38, 0001, 1706018598.099289, 196, 0.196133, -0.5491724, 9.7281968, 0.0
6, 50, 0001, 1706018598.181979, 196, 0.196133, -0.5491724, 9.7281968, 0.0
1, 44, 0001, 1706018598.213059, 196, 0.196133, -0.5491724, 9.7281968, 0.0
5, 64, 0001, 1706018598.246313, 196, 0.196133, -0.5491724, 9.7281968, 0.0
6, 51, 0001, 1706018598.391852, 197, 0.196133, -0.588399, 9.6889702, 0.0
1, 46, 0001, 1706018598.424077, 197, 0.196133, -0.588399, 9.6889702, 0.0
3, 63, 0001, 1706018598.297797, 196, 0.196133, -0.5491724, 9.7281968, 0.0
3, 39, 0001, 1706018598.39944, 196, 0.196133, -0.5491724, 9.7281968, 0.0
1, 51, 0001, 1706018598.534692, 197, 0.196133, -0.588399, 9.6889702, 0.0
6, 52, 0001, 1706018598.494946, 197, 0.196133, -0.588399, 9.6889702, 0.0
6, 57, 0001, 1706018598.597969, 197, 0.196133, -0.588399, 9.6889702, 0.0
1, 57, 0001, 1706018598.632716, 197, 0.196133, -0.588399, 9.6889702, 0.0
3, 53, 0001, 1706018598.607033, 197, 0.196133, -0.588399, 9.6889702, 0.0
5, 55, 0001, 1706018598.658534, 197, 0.196133, -0.588399, 9.6889702, 0.0
