anchorID, rssi, tagID, ts, packNum, acc[0], acc[1], acc[2], dir
3, 35, 0001, 1706020156.047603, 25, 0.196133, -0.7453054, 9.5712904, 0.0
2, 74, 0001, 1706020156.107085, 23, 0.1569064, -0.3530394, 9.7674234, 0.0
6, 62, 0001, 1706020156.093314, 26, 0.1569064, -0.588399, 9.80665, 0.0
3, 44, 0001, 1706020156.158195, 25, 0.196133, -0.7453054, 9.5712904, 0.0
5, 47, 0001, 1706020156.285297, 25, 0.196133, -0.7453054, 9.5712904, 0.0
2, 56, 0001, 1706020156.306656, 24, 0.3138128, -0.5099458, 9.7281968, 0.0
1, 46, 0001, 1706020156.380805, 26, 0.1569064, -0.588399, 9.80665, 0.0
6, 76, 0001, 1706020156.310761, 26, 0.1569064, -0.588399, 9.80665, 0.0
5, 31, 0001, 1706020156.491256, 26, 0.1569064, -0.588399, 9.80665, 0.0
3, 46, 0001, 1706020156.452982, 26, 0.1569064, -0.588399, 9.80665, 0.0
6, 60, 0001, 1706020156.404272, 26, 0.1569064, -0.588399, 9.80665, 0.0
1, 53, 0001, 1706020156.583967, 26, 0.1569064, -0.588399, 9.80665, 0.0
6, 52, 0001, 1706020156.50606, 26, 0.1569064, -0.588399, 9.80665, 0.0
5, 66, 0001, 1706020156.692439, 26, 0.1569064, -0.588399, 9.80665, 0.0
3, 44, 0001, 1706020156.654967, 26, 0.1569064, -0.588399, 9.80665, 0.0
1, 38, 0001, 1706020156.732678, 26, 0.1569064, -0.588399, 9.80665, 0.0
4, 71, 0001, 1706020156.765273, 25, 0.196133, -0.7453054, 9.5712904, 0.0
6, 59, 0001, 1706020156.713699, 27, 0.196133, -0.588399, 9.7674234, 0.0
3, 30, 0001, 1706020156.757424, 26, 0.1569064, -0.588399, 9.80665, 0.0
5, 32, 0001, 1706020156.792232, 26, 0.1569064, -0.588399, 9.80665, 0.0
3, 34, 0001, 1706020156.862139, 26, 0.1569064, -0.588399, 9.80665, 0.0
5, 44, 0001, 1706020156.900189, 26, 0.1569064, -0.588399, 9.80665, 0.0
1, 48, 0001, 1706020156.944832, 27, 0.196133, -0.588399, 9.7674234, 0.0
6, 57, 0001, 1706020156.919219, 27, 0.196133, -0.588399, 9.7674234, 0.0
3, 31, 0001, 1706020156.964736, 27, 0.196133, -0.588399, 9.7674234, 0.0
1, 48, 0001, 1706020157.04988, 27, 0.196133, -0.588399, 9.7674234, 0.0
4, 73, 0001, 1706020157.043018, 25, 0.196133, -0.7453054, 9.5712904, 0.0
5, 47, 0001, 1706020157.093838, 27, 0.196133, -0.588399, 9.7674234, 0.0
6, 53, 0001, 1706020157.02458, 27, 0.196133, -0.588399, 9.7674234, 0.0
